Kitchener-Cambridge,Murder second degree,Rate per 100000 population,0.2,0.19,0.38,0.94,0.0
Kitchener-Cambridge,Manslaughter,Actual incidents,0.0,0.0,1.0,0.0,1.0
Kitchener-Cambridge,Manslaughter,Rate per 100000 population,0.0,0.0,0.19,0.0,0.19
Kitchener-Cambridge,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Kitchener-Cambridge,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Brantford,Homicide,Actual incidents,2.0,2.0,1.0,2.0,0.0
Brantford,Homicide,Rate per 100000 population,1.45,1.44,0.72,1.42,0.0
Brantford,Murder first degree,Actual incidents,0.0,2.0,0.0,1.0,0.0
Brantford,Murder first degree,Rate per 100000 population,0.0,1.44,0.0,0.71,0.0
Brantford,Murder second degree,Actual incidents,2.0,0.0,1.0,1.0,0.0
Brantford,Murder second degree,Rate per 100000 population,1.45,0.0,0.72,0.71,0.0
Brantford,Manslaughter,Actual incidents,0.0,0.0,0.0,0.0,0.0
Brantford,Manslaughter,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Brantford,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Brantford,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Guelph,Homicide,Actual incidents,0.0,1.0,0.0,1.0,0.0
Guelph,Homicide,Rate per 100000 population,0.0,0.81,0.0,0.79,0.0
Guelph,Murder first degree,Actual incidents,0.0,0.0,0.0,1.0,0.0
Guelph,Murder first degree,Rate per 100000 population,0.0,0.0,0.0,0.79,0.0
Guelph,Murder second degree,Actual incidents,0.0,1.0,0.0,0.0,0.0
Guelph,Murder second degree,Rate per 100000 population,0.0,0.81,0.0,0.0,0.0
Guelph,Manslaughter,Actual incidents,0.0,0.0,0.0,0.0,0.0
Guelph,Manslaughter,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Guelph,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Guelph,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
London,Homicide,Actual incidents,2.0,3.0,9.0,9.0,8.0
London,Homicide,Rate per 100000 population,0.41,0.61,1.82,1.81,1.59
London,Murder first degree,Actual incidents,0.0,1.0,1.0,2.0,1.0
London,Murder first degree,Rate per 100000 population,0.0,0.2,0.2,0.4,0.2
London,Murder second degree,Actual incidents,2.0,2.0,7.0,7.0,5.0
London,Murder second degree,Rate per 100000 population,0.41,0.41,1.42,1.4,1.0
London,Manslaughter,Actual incidents,0.0,0.0,1.0,0.0,2.0
London,Manslaughter,Rate per 100000 population,0.0,0.0,0.2,0.0,0.4
London,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
London,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Windsor,Homicide,Actual incidents,7.0,5.0,0.0,1.0,3.0
Windsor,Homicide,Rate per 100000 population,2.11,1.51,0.0,0.3,0.9
Windsor,Murder first degree,Actual incidents,4.0,0.0,0.0,1.0,2.0
Windsor,Murder first degree,Rate per 100000 population,1.2,0,0,0.3,0.6
Windsor,Murder second degree,Actual incidents,1.0,5.0,0.0,0.0,1.0
Windsor,Murder second degree,Rate per 100000 population,0.3,1.51,0.0,0.0,0.3
Windsor,Manslaughter,Actual incidents,2.0,0.0,0.0,0.0,0.0
Windsor,Manslaughter,Rate per 100000 population,0.6,0.0,0.0,0.0,0.0
Windsor,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Windsor,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Barrie,Homicide,Actual incidents,0.0,1.0,2.0,1.0,2.0
Barrie,Homicide,Rate per 100000 population,0.0,0.51,1.01,0.5,0.99
Barrie,Murder first degree,Actual incidents,0.0,0.0,0.0,0.0,2.0
Barrie,Murder first degree,Rate per 100000 population,0.0,0.0,0.0,0.0,0.99
Barrie,Murder second degree,Actual incidents,0.0,1.0,1.0,1.0,0.0
Barrie,Murder second degree,Rate per 100000 population,0.0,0.51,0.5,0.5,0.0
Barrie,Manslaughter,Actual incidents,0.0,0.0,0.0,1.0,0.0
Barrie,Manslaughter,Rate per 100000 population,0.0,0.0,0.0,0.5,0.0
Barrie,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Barrie,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Sudbury,Homicide,Actual incidents,2.0,4.0,4.0,0.0,1.0
Sudbury,Homicide,Rate per 100000 population,1.21,2.43,2.44,0.0,0.61
Sudbury,Murder first degree,Actual incidents,1.0,4.0,0.0,0.0,1.0
Sudbury,Murder first degree,Rate per 100000 population,0.61,2.43,0.0,0.0,0.61
Sudbury,Murder second degree,Actual incidents,1.0,0.0,3.0,0.0,0.0
Sudbury,Murder second degree,Rate per 100000 population,0.61,0.0,1.83,0.0,0.0
Sudbury,Manslaughter,Actual incidents,0.0,0.0,0.0,1.0,0.0
Sudbury,Manslaughter,Rate per 100000 population,0.0,0.0,0.0,0.61,0.0
Sudbury,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Sudbury,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Thunder Bay,Homicide,Actual incidents,0.0,6.0,5.0,4.0,7.0
Thunder Bay,Homicide,Rate per 100000 population,0.0,4.99,4.16,3.32,5.81
Thunder Bay,Murder first degree,Actual incidents,0.0,1.0,2.0,0.0,2.0
Thunder Bay,Murder first degree,Rate per 100000 population,0.0,0.83,1.66,0.0,1.66
Thunder Bay,Murder second degree,Actual incidents,0.0,5.0,3.0,4.0,5.0
Thunder Bay,Murder second degree,Rate per 100000 population,0.0,4.16,2.5,3.32,4.15
Thunder Bay,Manslaughter,Actual incidents,0.0,0.0,0.0,0.0,0.0
Thunder Bay,Manslaughter,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
Thunder Bay,Infanticide,Actual incidents,0.0,0.0,0.0,0.0,0.0
Thunder Bay,Infanticide,Rate per 100000 population,0.0,0.0,0.0,0.0,0.0
