Saskatchewan ,Dangerous operation causing bodily harm while street racing,0,0,0,0,0
Saskatchewan ,Dangerous operation of motor vehicle while street racing,6,12,7,11,12
Alberta,Total all violations,361213,351582,338660,317298,317164
Alberta,Total Criminal Code traffic violations,23472,22475,21964,21904,21422
Alberta,Total impaired driving ,17075,17051,16879,16674,16156
Alberta,Impaired operation causing death,34,33,27,20,27
Alberta,Impaired operation (drugs) causing death,0,1,0,0,0
Alberta,Impaired operation causing bodily harm,115,89,93,96,84
Alberta,Impaired operation (drugs) causing bodily harm,0,1,2,3,0
Alberta,Impaired operation of motor vehicle vessel or aircraft ,16275,16099,15780,15508,14971
Alberta,Impaired operation (drugs) vehicle vessel aircraft,151,338,472,479,386
Alberta,Impaired operation failure to provide breath sample,477,470,498,559,679
Alberta,Failure to comply or refusal (drugs),0,4,4,6,4
Alberta,Impaired operation failure to provide blood sample,23,14,3,2,5
Alberta,Failure to provide blood sample (drugs),0,2,0,1,0
Alberta,Total other Criminal Code traffic violations,6397,5424,5085,5230,5266
Alberta,Dangerous operation causing death,17,12,7,12,11
Alberta,Dangerous operation causing bodily harm,109,97,88,100,83
Alberta,Dangerous operation of motor vehicle vessel or aircraft,1756,1607,1490,1497,1473
Alberta,Dangerous operation evading police causing death,0,0,0,0,1
Alberta,Dangerous operation evading police causing bodily harm,4,6,3,4,4
Alberta,Dangerous operation of motor vehicle evading police,340,260,245,239,237
Alberta,Total fail to stop or remain ,2525,1859,1640,1850,1872
Alberta,Driving while prohibited,1620,1553,1588,1498,1556
Alberta,Other Criminal Code traffic violations,4,5,4,4,3
Alberta,Causing death by criminal negligence while street racing,0,1,0,0,0
Alberta,Causing bodily harm by criminal negligence while street racing,0,0,0,0,2
Alberta,Dangerous operation causing death while street racing,0,0,1,1,0
Alberta,Dangerous operation causing bodily harm while street racing,2,1,0,0,0
Alberta,Dangerous operation of motor vehicle while street racing,20,23,19,25,24
British Columbia ,Total all violations,473466,454075,438298,418763,410118
British Columbia ,Total Criminal Code traffic violations,19008,21596,20460,22511,17997
British Columbia ,Total impaired driving ,14304,17248,16186,18687,14395
British Columbia ,Impaired operation causing death,29,17,22,15,15
British Columbia ,Impaired operation (drugs) causing death,0,2,1,1,3
British Columbia ,Impaired operation causing bodily harm,107,105,80,74,59
British Columbia ,Impaired operation (drugs) causing bodily harm,1,2,3,4,3
British Columbia ,Impaired operation of motor vehicle vessel or aircraft ,13283,15931,14898,17113,12913
British Columbia ,Impaired operation (drugs) vehicle vessel aircraft,53,260,248,300,348
British Columbia ,Impaired operation failure to provide breath sample,818,912,918,1173,1042
British Columbia ,Failure to comply or refusal (drugs),1,1,3,1,4
British Columbia ,Impaired operation failure to provide blood sample,12,18,13,6,8
British Columbia ,Failure to provide blood sample (drugs),0,0,0,0,0
British Columbia ,Total other Criminal Code traffic violations,4704,4348,4274,3824,3602
British Columbia ,Dangerous operation causing death,27,20,22,22,10
British Columbia ,Dangerous operation causing bodily harm,64,63,61,37,31
British Columbia ,Dangerous operation of motor vehicle vessel or aircraft,447,375,397,367,473
British Columbia ,Dangerous operation evading police causing death,0,1,0,2,0
British Columbia ,Dangerous operation evading police causing bodily harm,6,9,6,4,2
British Columbia ,Dangerous operation of motor vehicle evading police,489,434,576,539,474
British Columbia ,Total fail to stop or remain ,2647,2465,2248,1906,1960
British Columbia ,Driving while prohibited,1009,954,941,929,632
British Columbia ,Other Criminal Code traffic violations,3,4,5,1,2
British Columbia ,Causing death by criminal negligence while street racing,0,0,0,0,0
British Columbia ,Causing bodily harm by criminal negligence while street racing,0,0,0,0,0
British Columbia ,Dangerous operation causing death while street racing,0,0,0,0,0
British Columbia ,Dangerous operation causing bodily harm while street racing,0,1,0,0,0
British Columbia ,Dangerous operation of motor vehicle while street racing,12,22,18,17,18
Yukon,Total all violations,8015,8555,7981,7981,8193
Yukon,Total Criminal Code traffic violations,451,460,475,390,479
Yukon,Total impaired driving ,378,392,410,328,388
Yukon,Impaired operation causing death,1,0,2,1,1
Yukon,Impaired operation (drugs) causing death,0,0,0,0,0
Yukon,Impaired operation causing bodily harm,1,4,5,5,3
Yukon,Impaired operation (drugs) causing bodily harm,0,0,0,0,0
Yukon,Impaired operation of motor vehicle vessel or aircraft ,352,375,395,309,362
Yukon,Impaired operation (drugs) vehicle vessel aircraft,5,2,2,3,13
Yukon,Impaired operation failure to provide breath sample,16,10,6,10,9
Yukon,Failure to comply or refusal (drugs),0,0,0,0,0
Yukon,Impaired operation failure to provide blood sample,3,1,0,0,0
Yukon,Failure to provide blood sample (drugs),0,0,0,0,0
Yukon,Total other Criminal Code traffic violations,73,68,65,62,91
Yukon,Dangerous operation causing death,0,0,0,0,0
Yukon,Dangerous operation causing bodily harm,3,1,1,3,2
Yukon,Dangerous operation of motor vehicle vessel or aircraft,16,23,21,15,15
Yukon,Dangerous operation evading police causing death,0,0,0,0,0
Yukon,Dangerous operation evading police causing bodily harm,0,0,0,0,0
Yukon,Dangerous operation of motor vehicle evading police,4,4,2,4,4
Yukon,Total fail to stop or remain ,31,17,20,17,57
Yukon,Driving while prohibited,19,23,21,23,11
Yukon,Other Criminal Code traffic violations,0,0,0,0,0
Yukon,Causing death by criminal negligence while street racing,0,0,0,0,0
Yukon,Causing bodily harm by criminal negligence while street racing,0,0,0,0,0
Yukon,Dangerous operation causing death while street racing,0,0,0,0,0
Yukon,Dangerous operation causing bodily harm while street racing,0,0,0,0,0
Yukon,Dangerous operation of motor vehicle while street racing,0,0,0,0,2
Northwest Territories ,Total all violations,20963,19973,22325,22751,22383
Northwest Territories ,Total Criminal Code traffic violations,1051,813,882,753,780
Northwest Territories ,Total impaired driving ,941,670,742,633,665
Northwest Territories ,Impaired operation causing death,2,1,1,0,1
Northwest Territories ,Impaired operation (drugs) causing death,0,0,0,0,0
Northwest Territories ,Impaired operation causing bodily harm,7,7,2,3,5
Northwest Territories ,Impaired operation (drugs) causing bodily harm,0,0,0,0,0
Northwest Territories ,Impaired operation of motor vehicle vessel or aircraft ,919,644,710,613,643
Northwest Territories ,Impaired operation (drugs) vehicle vessel aircraft,6,14,23,13,13
Northwest Territories ,Impaired operation failure to provide breath sample,6,3,6,3,3
Northwest Territories ,Failure to comply or refusal (drugs),0,0,0,0,0
Northwest Territories ,Impaired operation failure to provide blood sample,1,1,0,1,0
Northwest Territories ,Failure to provide blood sample (drugs),0,0,0,0,0
Northwest Territories ,Total other Criminal Code traffic violations,110,143,140,120,115
Northwest Territories ,Dangerous operation causing death,0,0,1,0,0
Northwest Territories ,Dangerous operation causing bodily harm,2,4,5,1,0
Northwest Territories ,Dangerous operation of motor vehicle vessel or aircraft,49,53,49,54,44
Northwest Territories ,Dangerous operation evading police causing death,0,0,0,0,0
Northwest Territories ,Dangerous operation evading police causing bodily harm,0,1,0,0,0
Northwest Territories ,Dangerous operation of motor vehicle evading police,14,8,5,6,8
Northwest Territories ,Total fail to stop or remain ,12,23,24,17,21
Northwest Territories ,Driving while prohibited,32,54,56,42,40
Northwest Territories ,Other Criminal Code traffic violations,0,0,0,0,0
Northwest Territories ,Causing death by criminal negligence while street racing,0,0,0,0,0
Northwest Territories ,Causing bodily harm by criminal negligence while street racing,0,0,0,0,0
Northwest Territories ,Dangerous operation causing death while street racing,0,0,0,0,0
Northwest Territories ,Dangerous operation causing bodily harm while street racing,0,0,0,0,0
Northwest Territories ,Dangerous operation of motor vehicle while street racing,1,0,0,0,2
Nunavut ,Total all violations,11770,12830,13683,13488,14052
Nunavut ,Total Criminal Code traffic violations,322,364,267,235,394
Nunavut ,Total impaired driving ,262,307,207,171,339
Nunavut ,Impaired operation causing death,0,2,0,0,0
Nunavut ,Impaired operation (drugs) causing death,0,0,0,0,0
Nunavut ,Impaired operation causing bodily harm,1,4,1,6,3
Nunavut ,Impaired operation (drugs) causing bodily harm,0,0,0,0,0
Nunavut ,Impaired operation of motor vehicle vessel or aircraft ,254,291,203,159,326
Nunavut ,Impaired operation (drugs) vehicle vessel aircraft,2,7,3,5,9
Nunavut ,Impaired operation failure to provide breath sample,5,3,0,1,0
Nunavut ,Failure to comply or refusal (drugs),0,0,0,0,0
Nunavut ,Impaired operation failure to provide blood sample,0,0,0,0,1
